
---------------------------------第1页------------------------------

------------------------------该页有21条微博-----------------------------
{'nickname': '筱笛小队长', 'txt': '\n                    爱情总有磕磕碰碰！那我们怎么去做呢？让塔罗为你指引正确的方向吧！#恋爱# #情侣# \u200b\u200b\u200b\u200b#疫情1周或10天左右达到高峰##感动瞬间# \u200b                ', 'date': '\n01月28日23:00\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '马在旅途--', 'txt': '\n                    老先生太不容易了！大家还是不要掉以轻心作好防护吧！                ', 'date': '01月28日22:46', 'device': '专业版微博', 'favorate_count': 0, 'forward_count': '51', 'comment_count': '20', 'like_count': '86'}
{'nickname': '马在旅途--', 'txt': '\n                    老先生太不容易了！大家还是不要掉以轻心作好防护吧！                ', 'date': '01月28日22:46', 'device': '专业版微博', 'favorate_count': 0, 'forward_count': '51', 'comment_count': '20', 'like_count': '86'}
{'nickname': '马在旅途--', 'txt': '\n                    老先生太不容易了！大家还是不要掉以轻心作好防护吧！                ', 'date': '01月28日22:46', 'device': '专业版微博', 'favorate_count': 0, 'forward_count': '51', 'comment_count': '20', 'like_count': '86'}

---------------------------------第16页------------------------------

------------------------------该页有23条微博-----------------------------
{'nickname': '都是我的小可爱', 'txt': '\n                    转发微博                ', 'date': '01月28日21:43', 'device': '\n                        01月28日 22:59\n                        ', 'favorate_count': 0, 'forward_count': '1046', 'comment_count': '513', 'like_count': '6040'}
{'nickname': '鞠小菲', 'txt': '\n                    我参与了@插画狂想 发起的投票【疫情结束后你最想做的一件事是什么？】，我投给了“想好好的去旅个行”这个选项，你也快来表态吧~                ', 'date': '01月28日19:02', 'device': 'iPhone 6 Plus', 'favorate_count': 0, 'forward_count': '7', 'comment_count': '28', 'like_count': '1958'}
{'nickname': '河州·新探传媒', 'txt': '\n                    如果#疫情# 得到控制后，你第一个最想见到的人是谁？#临夏 ##专题##且行且珍惜# 2甘肃省·临夏回族自治州 L河州·新探传媒的微博视频 \u200b                ', 'date': '\n01月28日22:59\n', 'device': 'HUAWEI P30', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': '1'}
{'nickname': 'zzz了了了了', 'txt': '\n                    转发微博                ', 'date': '01月28日21:59', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': '16085', 'comment_count': '4266', 'like_count': '84335'}
{'nickname': '无颜914', 'txt': '\n                    //@Dear迪丽热巴后援会:#抗击疫情，众星在行动# #迪丽热巴三生三世枕上书# \ue627迪丽热巴 热爱祖国，关爱同胞，正确佩戴口罩，发挥明星影响力，和@Dear-迪丽热巴 一起做抗击疫情的战士！                ', 'date': '01月28日18:28', 'device': 'HUAWEI Mate 20 Pro', 'favorate_count': 0, 'forward_count': '6213', 'comment_count': '1564', 'like_count': '143254'}
{'nickname': '爱做梦的家伙266', 'txt': '\n                    //@嗦一口小甜茶_:钟南山院士 最后一刻 不禁让人泪目！希望疫情早日结束！                ', 'date': '01月28日21:59', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': '16085', 'comment_count': '4266', 'like_count': '84335'}
{'nickname': 'JessicaaJiu', 'txt': '\n                    嗐 好难过今年过年一点放假和过节的感觉都没有每天都沉浸在新增多少感染肺炎的消息中看着不断增加的数字 心惊胆战 人心惶惶每天只有和家人们一起打打牌的时候才觉得开心一点刚到老家那天才200多人 这才年初四直接上了4500也不知道这么多天怎么过来的 这个年一晃也算是过了 每天都抱着保温杯喝热 \u200b  展开全文c ', 'date': '\n01月28日22:59\n', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': '4', 'like_count': '4'}
{'nickname': '懒懒种草机', 'txt': '\n                    口罩的历史//@视知TV:2003年的非典疫情，中国医护人员主要靠防护效果很差的棉纱口罩来防病毒，之后才有了更新的医用防护口罩标准。这种能有效防护病毒的口罩是怎样制造出来的？为什么它能防病毒而普通口罩不行？这个视频讲得很清楚                ', 'date': '01月27日11:25', 'device': '科学科普 · 视频社区', 'favorate_count': 0, 'forward_count': '1702', 'comment_count': '171', 'like_count': '1858'}
{'nickname': '大河健康新媒体', 'txt': '\n#驰援武汉男护士“隔空”告白未婚妻：只有推迟把你娶回家了##加油武汉##请叫他们白衣战士#  【驰援武汉男护士“隔空”告白未婚妻：只有推迟把你娶回家了】1月28日零时三十九分，结束抵达武汉首日紧张培训、演练后，河南驰援湖北医疗队队员、新乡医学院第一附属医院急诊科护士邢德盛才有时间发了一条 \u200b  展开全文c ', 'date': '\n01月28日22:59\n', 'device': '荣耀7i 翻转吧视界', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '是想住在海边看雪的173', 'txt': '\n                    等这次战胜疫情，忙完我要去谈恋爱了加班加到想哭 \u200b                ', 'date': '\n01月28日22:59\n', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': '1'}
{'nickname': '麻咪轰小颖子', 'txt': '\n为什么非洲没有被感染？因为埃博拉病毒在等他 想一决高下？【疫情当中也来放松一下】崔娃：也许中国的病毒，也像中国人那样高效吧。。。不然为什么没有牙买加病毒在全球肆虐？ L新蜜蜂alex182的微博视频 \u200b                ', 'date': '\n01月28日22:59\n', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': '10', 'comment_count': 0, 'like_count': '14'}
{'nickname': '短短短短的小巷and瞬间', 'txt': '\n                    都在说熬过这次疫情，去见你想见的人，做你想做的事，别给自己留遗憾，因为你永远不知道明天和意外哪一个先来！而我好像只适合一个人待在小黑房子里没有工作 没有家庭 如此便好 2临夏回族自治州·临夏县 \u200b                ', 'date': '\n01月28日22:59\n', 'device': '前置双摄vivo X9', 'favorate_count': 0, 'forward_count': 0, 'comment_count': '2', 'like_count': '3'}
{'nickname': '你好呀朱先生', 'txt': '\n                    武汉加油！我们一定能战胜疫情！ ', 'date': '01月28日13:50', 'device': '\n                        01月28日 22:59\n                        ', 'favorate_count': 0, 'forward_count': '4559', 'comment_count': '2676', 'like_count': '19556'}
{'nickname': '宠儿恋哇音', 'txt': '\n                    希望疫情能快点结束 ', 'date': '01月28日20:34', 'device': 'iPhone 11 Pro Max', 'favorate_count': 0, 'forward_count': '1116', 'comment_count': '1278', 'like_count': '2364'}
{'nickname': '清尘暖洋', 'txt': '\n                    91//@清尘暖洋://@杨洋粉丝微博一群:@杨洋 哥哥你也记得戴口罩啊//@杨洋:#致敬疫情前线医护人员# 愿所有人健康平安！前线医护人员保护好自己，你们辛苦了！ ', 'date': '01月22日15:00', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': '7748974', 'comment_count': '75973', 'like_count': '817182'}
{'nickname': 'boo瑶吖', 'txt': '\n                    我想吃火锅炸鸡米线薯片烤地瓜薯条汉堡棉花糖烤肉糖葫芦可乐奶茶鸡米花了，而且超级想吃火鸡面，疫情快点结束吧，我想出门了 \u200b                ', 'date': '\n01月28日22:59\n', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '黄令环', 'txt': '\n                    守初心、担使命，众志成城、上下一心，主动作为，坚决打赢这场疫情防控硬仗！ 2梅州·荷树村 \u200b                ', 'date': '\n01月28日22:59\n', 'device': '华为手机 畅享玩不停', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '圆圆-0930', 'txt': '\n                    听权威                ', 'date': '01月28日21:59', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': '16085', 'comment_count': '4266', 'like_count': '84335'}
{'nickname': '昌平报', 'txt': '\n                    【疫情防控进入关键时期，这8个问题每个人都会关心！】疫情防控正处于关键期，哪里可以了解权威信息，疫情治疗能否走医保，防疫用品涨价怎么举报……你关心的这些事，8问8答带你了解！#新型肺炎疫情防控# \u200b\u200b\u200b                ', 'date': '\n01月28日22:59\n', 'device': 'HUAWEI Mate 20 Pro', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': 'Miss蝶恋花Miss', 'txt': '\n                    等这次疫情过去了，想见的人去见见，想表白的人去表白，想在一起的人在一起吧。别留遗憾，珍惜眼前人，你永远不知道意外和明天哪个先来。 \u200b \u200b\u200b\u200b 2桐乡市 \u200b                ', 'date': '\n01月28日22:59\n', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': 'Miss蝶恋花Miss', 'txt': '\n                    等这次疫情过去了，想见的人去见见，想表白的人去表白，想在一起的人在一起吧。别留遗憾，珍惜眼前人，你永远不知道意外和明天哪个先来。 \u200b \u200b\u200b\u200b 2桐乡市 \u200b                ', 'date': '\n01月28日22:59\n', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': 'Miss蝶恋花Miss', 'txt': '\n                    等这次疫情过去了，想见的人去见见，想表白的人去表白，想在一起的人在一起吧。别留遗憾，珍惜眼前人，你永远不知道意外和明天哪个先来。 \u200b \u200b\u200b\u200b 2桐乡市 \u200b                ', 'date': '\n01月28日22:59\n', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': 'Miss蝶恋花Miss', 'txt': '\n                    等这次疫情过去了，想见的人去见见，想表白的人去表白，想在一起的人在一起吧。别留遗憾，珍惜眼前人，你永远不知道意外和明天哪个先来。 \u200b \u200b\u200b\u200b 2桐乡市 \u200b                ', 'date': '\n01月28日22:59\n', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}

---------------------------------第17页------------------------------

------------------------------该页有23条微博-----------------------------
{'nickname': '舒莫', 'txt': '\n                    转发微博                ', 'date': '01月28日21:59', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': '16085', 'comment_count': '4266', 'like_count': '84335'}
{'nickname': '燕涛14', 'txt': '\n疫情结束，谁也不要笑话谁好嘛#2020 爱你爱你# \u200b                ', 'date': '\n01月28日22:59\n', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': '1', 'like_count': 0}
{'nickname': '淮橘为枳', 'txt': '\n                    我算了下，重症率差不多30%，由于没有特效药，重症要消耗很大的财力维持生命，如果有重症专家当然好；一人传多人，多人再去感染其他人的情况是没有的，就是说不存在二代感染了？                ', 'date': '01月28日22:27', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': '36', 'comment_count': '22', 'like_count': '105'}
{'nickname': '稷山新鲜事', 'txt': '\n#稷山身边这些事# 稷山交警用喇叭喊话！目前疫情非常严重！让在接上闲转悠的市民，赶快回家！给一线民警点赞！！！ 2运城·稷山县 L稷山新鲜事的微博视频 \u200b                ', 'date': '\n01月28日22:59\n', 'device': '荣耀Play 让快更快', 'favorate_count': 0, 'forward_count': '1', 'comment_count': 0, 'like_count': '8'}
{'nickname': '土豆泥卷', 'txt': '\n                    等疫情结束了，我依旧会选择去吃热干面，去粮道街吃好吃的。 \u200b                ', 'date': '\n01月28日22:59\n', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': '2', 'like_count': '3'}
{'nickname': '今天也不改名', 'txt': '\n                    重视疫情，但不要过度恐慌//@Dear迪丽热巴后援会:#迪丽热巴三生三世枕上书# \ue627迪丽热巴 重视疫情，但不过度恐慌，我们一起加油！#万众一心打赢疫情防控阻击战# ，非赢不可！ ', 'date': '01月28日20:20', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': '13428', 'comment_count': '3980', 'like_count': '39515'}
{'nickname': 'Bloom绽放甜品', 'txt': '\n                    等待着疫情散去为院子里添置些蔷薇，绣球，芍药是个值得期待的春天 2扬中市 \u200b                ', 'date': '\n01月28日22:59\n', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '满屏尽是小菊花', 'txt': '\n                    转发微博                ', 'date': '01月28日22:45', 'device': '芒果捞超话', 'favorate_count': 0, 'forward_count': '114', 'comment_count': '62', 'like_count': '264'}
